price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
1465,apartment,1000,2,1,1,1,1,0,0,0,laundry on site,carport,ca
2300,apartment,1700,3,1,0,0,1,0,0,0,w/d hookups,attached garage,ny
995,apartment,1010,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,wi
1340,apartment,1328,3,2.5,1,1,0,0,0,0,w/d in unit,detached garage,tx
1269,apartment,1000,3,1.5,1,1,0,0,0,0,laundry in bldg,off-street parking,mi
780,apartment,745,1,1,1,0,1,0,0,0,w/d in unit,detached garage,mn
1450,apartment,765,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,wa
2235,apartment,1434,3,3,0,0,1,0,0,0,w/d in unit,off-street parking,or
1600,apartment,1143,2,1,1,0,0,0,0,0,w/d in unit,detached garage,mt
2300,apartment,1555,3,2.5,1,1,0,0,0,0,w/d in unit,carport,il
704,apartment,671,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,in
1411,apartment,605,1,1,1,1,0,1,0,0,laundry in bldg,detached garage,or
1095,apartment,650,2,1,1,1,1,0,0,0,laundry on site,off-street parking,wa
1139,apartment,1139,3,2,1,1,1,1,0,0,w/d in unit,off-street parking,tn
1239,apartment,510,1,1,1,1,0,0,0,0,laundry on site,off-street parking,fl
1825,apartment,761,1,1,1,1,1,0,1,0,w/d in unit,carport,ca
1250,apartment,1100,1,1,0,0,0,0,0,0,laundry on site,street parking,ma
790,apartment,1100,3,1,1,0,1,0,0,0,w/d hookups,off-street parking,wi
633,apartment,850,3,1.5,0,0,0,0,0,0,w/d in unit,off-street parking,ms
485,apartment,900,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ar
1100,apartment,1100,2,2,0,1,1,0,0,0,laundry on site,valet parking,fl
695,apartment,975,2,2,0,0,0,0,0,0,w/d in unit,carport,tx
1205,apartment,1160,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,mi
900,apartment,1400,2,1,0,0,0,0,0,0,no laundry on site,street parking,il
2650,apartment,1067,1,1.5,1,1,1,0,0,0,w/d in unit,detached garage,ca
880,apartment,890,2,1,1,1,0,0,0,0,w/d in unit,carport,id
1200,apartment,1200,3,1,0,0,1,0,0,0,w/d hookups,attached garage,mi
1800,apartment,1400,4,1,1,1,0,0,0,0,laundry on site,detached garage,ia
1255,apartment,1014,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,ny
1295,apartment,1626,3,2,1,1,0,0,0,0,w/d hookups,off-street parking,id
1060,apartment,1190,2,1.5,1,0,1,0,0,0,laundry in bldg,attached garage,sd
995,apartment,850,2,1,0,0,0,0,0,0,laundry on site,off-street parking,or
1865,apartment,850,1,1,1,1,0,0,0,0,laundry in bldg,attached garage,wi
1350,apartment,655,0,1,1,1,0,0,0,0,w/d in unit,attached garage,co
900,apartment,875,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ms
1675,apartment,1184,2,2,1,1,0,0,0,0,w/d in unit,street parking,fl
933,apartment,1000,2,2,1,1,1,0,0,0,w/d in unit,carport,oh
675,apartment,1100,2,1,0,0,0,1,0,1,w/d in unit,off-street parking,mi
2250,apartment,1200,3,0,0,1,0,0,0,1,laundry in bldg,off-street parking,ri
910,apartment,787,2,1,1,0,1,0,0,0,laundry in bldg,off-street parking,ny
1025,apartment,845,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,or
980,apartment,700,1,1,1,1,0,0,0,0,laundry on site,off-street parking,ut
1669,apartment,800,2,2,1,1,0,1,1,0,w/d in unit,attached garage,co
3000,apartment,1400,4,1,0,0,0,0,0,0,w/d in unit,detached garage,ma
750,apartment,1000,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,wv
2285,apartment,1371,3,2,1,1,0,1,0,0,w/d in unit,carport,co
1855,apartment,635,1,1,1,1,0,1,1,0,w/d in unit,attached garage,or
615,apartment,600,1,1,1,0,1,0,0,0,laundry on site,off-street parking,oh
1019,apartment,674,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,tn
1605,apartment,1133,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,fl
899,apartment,1200,2,2,0,0,0,0,0,0,w/d hookups,off-street parking,sd
1000,apartment,1100,2,2,1,1,0,0,0,0,w/d hookups,off-street parking,fl
630,apartment,700,1,1,0,0,0,0,0,0,no laundry on site,street parking,pa
1500,apartment,1450,3,1,1,1,0,0,0,0,laundry in bldg,off-street parking,ri
1379,apartment,1181,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,md
1095,apartment,1400,2,1.5,1,0,0,0,0,0,w/d hookups,off-street parking,ky
920,apartment,837,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,ga
1984,apartment,986,2,2,1,1,0,0,0,0,w/d in unit,carport,ca
1850,apartment,1000,2,1,0,1,0,0,0,1,laundry on site,street parking,ct
1500,apartment,625,1,1,1,1,0,0,0,0,w/d in unit,carport,ca
585,apartment,1650,4,4,1,1,1,0,0,1,w/d in unit,off-street parking,fl
740,apartment,780,2,1,1,1,0,1,0,0,laundry in bldg,carport,mi
2000,apartment,512,1,1,0,0,1,0,0,0,no laundry on site,no parking,ca
499,apartment,866,2,2,1,1,1,0,0,1,w/d in unit,carport,tx
1270,apartment,1013,2,2,1,1,1,0,0,0,w/d in unit,attached garage,ia
875,apartment,1093,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,ar
775,apartment,700,1,1,1,1,1,0,0,0,laundry on site,off-street parking,la
970,apartment,651,1,1,1,0,1,0,0,0,laundry in bldg,street parking,dc
1200,apartment,850,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,vt
1500,apartment,1200,3,1,1,1,0,0,0,0,w/d in unit,attached garage,ak
650,apartment,800,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,ga
1250,apartment,1020,2,2,0,0,1,0,0,0,w/d hookups,off-street parking,ny
879,apartment,1409,3,3,1,1,1,1,0,0,w/d hookups,off-street parking,nc
810,apartment,1094,2,2,1,1,1,0,0,0,w/d hookups,carport,tx
1895,apartment,1500,2,2,0,0,0,0,0,0,no laundry on site,off-street parking,ny
1150,apartment,1600,3,1,0,0,1,0,0,0,w/d hookups,street parking,mn
1080,apartment,1219,3,2,1,1,1,0,0,0,laundry on site,off-street parking,il
1175,apartment,1230,2,2,1,1,0,0,0,0,w/d hookups,attached garage,tx
1650,apartment,1030,3,2,0,0,0,0,0,0,laundry in bldg,off-street parking,ca
1230,apartment,867,2,1,1,1,1,0,0,0,w/d in unit,carport,nm
1215,apartment,728,1,1,1,1,0,0,0,0,w/d hookups,off-street parking,or
925,apartment,975,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
840,apartment,721,2,2,0,0,1,1,0,0,laundry on site,off-street parking,va
770,apartment,528,1,1,1,1,1,0,0,0,laundry in bldg,carport,tx
5042,apartment,1000,2,2,1,1,1,0,0,0,laundry in bldg,attached garage,ny
1450,apartment,900,3,1,1,1,1,0,0,0,laundry on site,off-street parking,or
1075,apartment,862,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1550,apartment,554,1,1,1,0,0,0,0,0,laundry on site,off-street parking,ca
625,apartment,800,2,1,0,0,0,0,0,0,no laundry on site,off-street parking,va
600,apartment,750,2,1,0,0,1,0,0,0,laundry in bldg,street parking,ia
994,apartment,900,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,nc
670,apartment,850,1,1,1,0,1,0,0,0,laundry in bldg,detached garage,wi
1237,apartment,1131,2,2,1,1,1,0,0,0,laundry in bldg,no parking,ga
2100,apartment,525,2,2,1,1,1,0,0,1,laundry in bldg,carport,hi
4299,apartment,994,2,2,1,1,1,1,0,0,w/d in unit,attached garage,ca
1200,apartment,1100,2,1,1,1,0,0,0,0,w/d in unit,carport,fl
1025,apartment,1150,2,2.5,1,1,0,0,0,0,w/d in unit,off-street parking,fl
3100,apartment,900,2,1,0,0,0,0,0,0,w/d in unit,street parking,ma
1280,apartment,1032,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,oh
1475,apartment,1343,3,2,1,1,1,0,0,0,w/d in unit,detached garage,tx
675,apartment,720,1,1,1,1,0,0,0,0,w/d in unit,detached garage,sd
1650,apartment,1399,3,2,0,1,0,0,0,0,w/d hookups,off-street parking,il
1300,apartment,1000,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,ma
750,apartment,850,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,va
815,apartment,1100,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,pa
1140,apartment,1320,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,va
1240,apartment,1087,2,2,1,1,1,0,0,0,w/d hookups,street parking,sc
999,apartment,560,1,1,1,1,1,0,0,0,w/d in unit,attached garage,la
1545,apartment,700,1,1,1,0,1,0,0,0,laundry in bldg,street parking,dc
925,apartment,850,2,1,0,0,0,0,0,0,laundry in bldg,attached garage,il
1445,apartment,687,1,1,1,1,0,0,0,0,laundry on site,carport,ca
995,apartment,710,2,1,1,1,0,0,0,0,w/d in unit,carport,wa
949,apartment,1300,3,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
1295,apartment,1000,2,2,0,0,1,0,0,0,laundry on site,off-street parking,fl
1285,apartment,1040,2,2,1,1,1,0,0,0,w/d in unit,attached garage,co
839,apartment,700,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,sc
1450,apartment,680,1,1,0,0,1,0,0,0,laundry on site,carport,ca
799,apartment,690,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,tn
1085,apartment,1056,2,2,1,1,1,0,0,1,w/d in unit,attached garage,il
995,apartment,760,2,1,1,1,0,0,0,0,laundry on site,off-street parking,or
1542,apartment,1205,3,2,1,1,1,0,0,0,w/d hookups,attached garage,ca
999,apartment,1025,2,1,1,1,1,0,0,0,laundry in bldg,detached garage,mn
2827,apartment,1100,2,2,1,1,1,1,1,0,w/d in unit,attached garage,il
920,apartment,740,1,1,1,1,1,0,0,1,laundry in bldg,attached garage,ct
2000,apartment,950,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,nj
1890,apartment,1483,3,3,1,1,0,0,0,0,w/d hookups,detached garage,fl
795,apartment,800,2,1,1,0,0,0,0,0,w/d hookups,street parking,ct
2150,apartment,960,2,1,1,1,1,0,0,0,laundry on site,carport,ca
1600,apartment,900,2,1,1,0,1,0,0,0,laundry in bldg,street parking,il
999,apartment,583,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1075,apartment,900,2,1,0,0,0,0,0,0,w/d in unit,detached garage,mn
960,apartment,727,1,1,1,1,1,0,0,0,w/d in unit,carport,id
995,apartment,890,2,1,0,0,1,0,0,0,w/d in unit,carport,ut
1050,apartment,1100,2,1,0,0,1,0,0,0,laundry in bldg,detached garage,oh
2998,apartment,694,1,1,1,1,0,0,0,0,w/d in unit,detached garage,ca
1125,apartment,993,2,2,1,1,1,0,0,0,w/d hookups,carport,tx
2350,apartment,2350,2,2,1,1,0,0,0,0,laundry in bldg,off-street parking,ct
899,apartment,790,1,1,1,1,0,0,0,0,w/d hookups,off-street parking,nc
675,apartment,530,0,1,1,1,1,0,0,0,w/d in unit,detached garage,mn
650,apartment,540,1,1,1,1,1,0,0,0,no laundry on site,off-street parking,tx
1290,apartment,791,1,1,1,0,1,1,0,0,w/d in unit,attached garage,wi
679,apartment,660,1,1,1,1,1,0,0,0,laundry on site,off-street parking,ky
963,apartment,1162,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,tn
865,apartment,840,3,1,1,0,0,0,0,0,w/d hookups,off-street parking,ma
1225,apartment,900,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,ny
1295,apartment,1200,2,1,0,0,1,0,0,0,w/d in unit,attached garage,wi
992,apartment,1008,2,2,1,1,1,0,0,0,w/d in unit,carport,nm
849,apartment,1145,3,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,tn
775,apartment,640,1,1,1,1,1,0,0,0,w/d in unit,attached garage,wi
985,apartment,770,2,1,1,0,0,0,0,0,laundry in bldg,off-street parking,mn
2095,apartment,850,2,1,1,1,1,0,0,0,laundry on site,no parking,wa
1470,apartment,1177,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,fl
1198,apartment,900,1,1.5,1,0,0,0,0,0,w/d in unit,street parking,pa
3210,apartment,976,2,1.5,1,1,0,0,0,0,w/d in unit,carport,ca
1000,apartment,1500,3,1,0,0,0,0,0,0,laundry in bldg,detached garage,mi
795,apartment,800,2,1,1,1,0,0,0,0,w/d in unit,off-street parking,ia
2310,apartment,1005,2,2,1,1,1,0,0,0,laundry on site,off-street parking,ca
1345,apartment,805,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,fl
1039,apartment,958,2,1,1,1,1,0,0,0,w/d in unit,carport,wa
1595,apartment,1094,2,2,1,1,1,0,0,0,w/d in unit,attached garage,mn
1110,apartment,1031,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,nc
915,apartment,825,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,mn
643,apartment,513,1,1,1,1,1,0,0,0,laundry on site,off-street parking,mo
1175,apartment,1043,2,2,1,1,0,1,0,0,w/d hookups,off-street parking,sc
425,apartment,620,1,1,1,1,0,1,0,0,laundry on site,street parking,ar
740,apartment,1000,2,1,1,1,0,0,0,1,no laundry on site,off-street parking,pa
1200,apartment,800,1,1,0,0,1,0,0,0,w/d in unit,off-street parking,ga
725,apartment,1000,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,wi
1130,apartment,1038,2,1.5,1,1,1,0,0,0,w/d in unit,detached garage,mn
1250,apartment,615,1,1,1,1,1,1,0,0,w/d in unit,off-street parking,co
1130,apartment,611,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,de
3010,apartment,808,1,1,1,1,1,0,0,0,w/d in unit,attached garage,ma
1600,apartment,1125,2,2,1,0,1,0,0,0,w/d in unit,attached garage,mn
1045,apartment,700,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,nc
2200,apartment,1050,2,2,1,1,1,0,0,0,w/d hookups,attached garage,ca
1140,apartment,900,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,md
2193,apartment,1102,1,1,1,1,1,0,0,0,w/d in unit,attached garage,ma
900,apartment,1000,2,1,0,0,1,0,0,0,w/d in unit,street parking,ny
1500,apartment,1000,2,1,0,1,1,0,0,0,laundry in bldg,detached garage,ct
2000,apartment,1500,2,2,0,0,1,0,0,0,laundry on site,carport,fl
795,apartment,800,1,1,0,0,0,0,0,1,no laundry on site,off-street parking,wy
1158,apartment,1350,4,2,0,0,1,0,0,0,w/d in unit,off-street parking,wy
575,apartment,700,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,oh
1500,apartment,1200,2,2,1,1,1,0,0,0,w/d in unit,attached garage,wi
725,apartment,1200,3,1,0,0,0,0,0,0,w/d in unit,off-street parking,sd
3500,apartment,1004,2,2,1,1,0,0,0,0,w/d in unit,attached garage,or
1200,apartment,1100,1,1.5,0,0,0,1,0,0,w/d in unit,off-street parking,nj
1050,apartment,882,2,1,0,0,1,0,0,0,laundry on site,carport,ca
830,apartment,670,2,1,1,1,1,0,0,0,laundry in bldg,carport,mi
3753,apartment,1225,2,1.5,1,1,0,0,0,0,w/d in unit,attached garage,ca
2549,apartment,978,2,2,1,1,1,0,0,0,w/d in unit,carport,ca
835,apartment,850,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,ny
1163,apartment,1000,2,2,1,1,1,0,0,0,w/d in unit,carport,ca
395,apartment,650,1,1,1,1,1,0,0,0,laundry on site,off-street parking,ky
1325,apartment,615,1,1,1,1,1,0,0,0,w/d in unit,carport,mi
1295,apartment,976,2,2,1,1,0,0,0,0,w/d in unit,carport,or
699,apartment,966,2,1,1,1,1,0,0,0,laundry in bldg,carport,oh
925,apartment,1005,2,2,0,0,0,0,0,0,w/d in unit,attached garage,ia
1345,apartment,1168,3,2,1,1,1,0,0,0,w/d in unit,carport,id
1275,apartment,864,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,al
1019,apartment,703,1,1,1,1,0,0,0,0,laundry on site,carport,ca
945,apartment,1000,2,2,1,0,1,0,0,0,laundry in bldg,off-street parking,pa
1143,apartment,1100,3,2,1,1,0,0,0,0,w/d hookups,off-street parking,ut
1040,apartment,1040,2,1.5,0,0,1,0,0,0,w/d in unit,attached garage,mn
1100,apartment,875,2,1,1,1,1,0,0,0,no laundry on site,off-street parking,ma
1750,apartment,685,1,1,0,0,1,0,0,0,laundry on site,carport,ca
1145,apartment,680,1,1,1,1,1,0,0,0,laundry on site,off-street parking,co
1449,apartment,1250,3,2,1,1,1,0,0,0,w/d in unit,no parking,fl
1700,apartment,2700,4,3,1,1,0,1,0,0,w/d hookups,attached garage,wi
1020,apartment,850,2,1,1,1,1,1,0,0,w/d in unit,off-street parking,oh
1000,apartment,900,2,1,1,0,0,0,0,0,no laundry on site,off-street parking,il
800,apartment,1100,2,1,0,0,0,1,0,0,w/d hookups,off-street parking,nc
1044,apartment,1023,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,ga
3175,apartment,700,1,1,0,0,0,0,0,0,laundry in bldg,street parking,ca
1100,apartment,827,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,nc
940,apartment,760,1,1,1,0,1,0,0,0,laundry on site,off-street parking,pa
650,apartment,950,2,1,1,1,0,0,0,0,w/d hookups,carport,oh
925,apartment,858,2,1,1,1,1,0,0,0,laundry on site,carport,tx
540,apartment,800,1,1,1,0,1,0,0,0,laundry in bldg,off-street parking,ne
600,apartment,645,2,2,1,1,1,1,1,1,w/d in unit,attached garage,oh
599,apartment,846,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1050,apartment,880,2,2,1,1,1,0,0,0,laundry on site,off-street parking,tx
1111,apartment,1175,2,2,1,1,1,0,0,0,w/d in unit,detached garage,ut
1395,apartment,559,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,mn
1299,apartment,875,2,1,1,1,1,0,0,0,laundry on site,off-street parking,ct
750,apartment,900,3,1,1,1,0,0,0,0,laundry on site,off-street parking,pa
595,apartment,550,1,1,0,1,0,0,0,0,w/d in unit,off-street parking,la
1265,apartment,1060,2,2,1,1,0,0,0,0,laundry in bldg,off-street parking,in
1195,apartment,960,2,2,1,1,1,0,0,0,w/d in unit,carport,nv
845,apartment,820,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,mi
925,apartment,800,2,1,1,1,1,0,0,0,laundry in bldg,attached garage,oh
949,apartment,564,1,1,1,1,1,1,0,0,laundry on site,carport,nv
1015,apartment,778,1,1,1,1,0,0,0,0,w/d hookups,off-street parking,sc
850,apartment,1200,3,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,pa
875,apartment,800,1,1,1,0,1,0,0,0,laundry in bldg,off-street parking,mi
435,apartment,1047,2,2,0,0,1,0,0,0,laundry on site,carport,ks
1000,apartment,1212,2,2,0,0,1,0,0,1,w/d in unit,attached garage,wy
680,apartment,740,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
2800,apartment,1000,2,2,0,1,0,0,0,0,laundry in bldg,street parking,ca
1486,apartment,1444,2,2.5,1,1,1,0,0,0,w/d hookups,attached garage,pa
1250,apartment,1110,2,2,1,1,1,0,0,0,laundry in bldg,off-street parking,ny
888,apartment,975,2,2,1,1,1,0,0,1,laundry in bldg,off-street parking,az
1500,apartment,1010,2,2,1,1,1,0,0,0,w/d in unit,street parking,ca
1109,apartment,674,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,va
799,apartment,657,2,1,1,1,1,0,0,0,laundry in bldg,carport,mi
1230,apartment,1200,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,ia
1529,apartment,1169,2,2,0,0,0,1,0,0,w/d in unit,attached garage,ca
550,apartment,800,2,1,1,0,0,0,0,0,laundry in bldg,off-street parking,ia
1120,apartment,1186,2,2,1,1,1,0,0,0,w/d hookups,street parking,ga
915,apartment,1100,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,nc
2995,apartment,1631,3,2.5,1,0,1,0,0,0,laundry in bldg,attached garage,nj
1000,apartment,1200,3,1,0,0,1,0,0,0,w/d hookups,off-street parking,ct
1290,apartment,1160,2,2,1,1,1,0,0,0,w/d in unit,carport,mi
785,apartment,556,0,1,0,0,1,0,0,0,w/d in unit,street parking,oh
1200,apartment,900,2,1,0,0,0,0,0,0,laundry in bldg,street parking,il
1100,apartment,1200,3,2,0,0,1,0,0,0,w/d in unit,carport,tx
1478,apartment,790,1,1,1,1,0,0,1,0,w/d in unit,detached garage,co
1200,apartment,900,3,1,0,0,0,0,0,0,w/d hookups,street parking,ny
2199,apartment,1062,3,2,1,1,1,0,0,0,w/d in unit,detached garage,ca
450,apartment,1200,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,wi
550,apartment,680,1,1,0,0,0,0,0,0,no laundry on site,off-street parking,mi
800,apartment,900,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,fl
399,apartment,1280,4,2,1,1,0,0,0,1,w/d in unit,off-street parking,nc
950,apartment,650,1,1,0,0,0,0,0,0,laundry in bldg,no parking,la
640,apartment,920,2,1.5,0,0,1,0,0,0,w/d in unit,off-street parking,ar
2200,apartment,786,2,2,1,1,1,0,0,1,laundry in bldg,carport,ny
1195,apartment,990,2,2,1,1,1,0,0,0,w/d in unit,carport,ut
525,apartment,750,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,il
1450,apartment,1080,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,or
2698,apartment,1575,2,2,0,0,1,0,0,0,w/d in unit,attached garage,ca
600,apartment,1063,2,1,0,0,0,1,0,0,w/d hookups,attached garage,id
630,apartment,513,1,1,1,1,1,0,0,0,laundry on site,off-street parking,mo
1325,apartment,1150,3,2,0,0,0,1,0,0,laundry on site,carport,ca
1025,apartment,1109,3,2,1,1,0,1,0,0,w/d in unit,carport,id
575,apartment,650,1,1,0,0,0,1,0,0,laundry on site,off-street parking,sd
1150,apartment,1237,3,2,1,1,1,0,0,0,w/d hookups,off-street parking,tx
850,apartment,619,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,la
2073,apartment,932,1,1.5,1,1,0,0,0,0,w/d in unit,off-street parking,co
650,apartment,675,1,1,0,0,0,0,0,0,w/d in unit,off-street parking,il
1111,apartment,1096,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,ia
800,apartment,1100,2,1,0,0,1,0,0,0,w/d hookups,street parking,pa
1175,apartment,1043,2,2,1,1,0,1,0,0,w/d in unit,off-street parking,sc
4415,apartment,1232,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,dc
1025,apartment,1100,2,1,1,0,1,0,0,0,w/d in unit,carport,or
885,apartment,850,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,nc
769,apartment,600,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ky
1095,apartment,935,1,1,1,1,1,0,0,0,w/d in unit,detached garage,fl
1050,apartment,690,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,il
600,apartment,900,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ky
2725,apartment,975,2,2,1,1,0,1,1,0,w/d in unit,attached garage,mn
1399,apartment,937,2,2,1,1,0,0,0,0,w/d in unit,carport,or
1405,apartment,1192,2,2,1,1,0,0,0,0,w/d in unit,attached garage,wi
1255,apartment,975,2,1,1,0,0,0,0,0,w/d in unit,off-street parking,ma
813,apartment,721,2,1,1,1,0,1,0,0,w/d in unit,carport,wa
2000,apartment,576,1,1,1,1,0,0,0,1,w/d in unit,street parking,hi
1025,apartment,803,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ct
700,apartment,600,1,1,0,0,0,0,0,0,laundry on site,no parking,mn
1435,apartment,581,1,1,1,1,0,1,0,0,w/d in unit,off-street parking,or
925,apartment,680,1,1,0,0,0,0,0,0,laundry on site,street parking,or
1671,apartment,1150,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ny
750,apartment,850,2,1,0,0,0,0,0,0,laundry on site,valet parking,ny
1300,apartment,1350,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,il
1390,apartment,1260,2,2,1,1,1,0,0,0,w/d in unit,carport,mi
1700,apartment,1100,2,2,1,1,1,0,0,0,w/d in unit,attached garage,fl
1100,apartment,600,0,1,1,1,1,0,0,0,laundry on site,carport,ca
1025,apartment,800,1,1,1,0,0,0,0,0,laundry on site,off-street parking,mn
3500,apartment,1115,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,fl
850,apartment,1100,2,1.5,0,0,1,0,0,0,w/d hookups,attached garage,mi
5245,apartment,1486,3,2,1,1,0,1,0,0,w/d in unit,attached garage,wa
649,apartment,535,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,ok
769,apartment,2500,1,1,0,0,1,0,0,0,w/d in unit,carport,co
1340,apartment,1005,2,2,1,1,1,0,0,0,w/d in unit,detached garage,ca
1200,apartment,1200,3,2,0,1,0,0,0,0,w/d in unit,off-street parking,co
2033,apartment,1552,3,2,1,1,1,0,0,0,w/d in unit,street parking,md
700,apartment,1092,2,2,1,1,1,1,1,1,w/d in unit,attached garage,ia
1549,apartment,890,1,1,1,0,1,0,0,0,laundry in bldg,off-street parking,md
955,apartment,961,2,1.5,0,0,1,1,0,0,w/d in unit,off-street parking,va
1220,apartment,759,1,1,1,1,0,1,0,0,w/d in unit,attached garage,wi
1795,apartment,950,2,1,0,0,1,0,0,0,laundry in bldg,carport,co
1425,apartment,1320,2,2,1,1,0,0,0,0,w/d in unit,detached garage,mi
1115,apartment,964,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,tn
2700,apartment,1500,3,1,0,0,0,0,0,1,w/d in unit,off-street parking,pa
1219,apartment,1052,2,2,1,1,1,0,0,0,w/d in unit,street parking,tx
1200,apartment,1100,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
505,apartment,570,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
3250,apartment,1100,1,1,1,1,0,0,0,0,laundry in bldg,carport,ca
1510,apartment,1000,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,co
750,apartment,1106,2,2,0,0,0,1,0,0,w/d in unit,carport,tx
750,apartment,591,1,1,1,1,1,0,0,0,laundry on site,carport,az
735,apartment,588,1,1,1,1,0,0,0,0,laundry on site,street parking,tx
950,apartment,850,2,1,1,1,1,1,0,0,w/d in unit,off-street parking,ak
1483,apartment,692,1,1,1,1,1,0,0,0,w/d in unit,carport,mi
1850,apartment,1400,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,oh
1175,apartment,738,1,1,0,0,0,0,0,0,laundry on site,carport,ca
460,apartment,700,1,1,0,0,0,0,0,0,w/d hookups,off-street parking,wi
1275,apartment,1160,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,mi
835,apartment,850,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,ny
2575,apartment,900,2,1.5,1,1,0,0,0,0,w/d in unit,carport,ca
1850,apartment,1250,3,1,0,1,0,0,0,0,laundry in bldg,street parking,co
1400,apartment,1050,2,2,1,1,1,0,0,0,laundry on site,carport,az
850,apartment,1200,3,1,0,0,1,0,0,0,w/d in unit,off-street parking,mi
1409,apartment,734,1,1,1,1,0,1,0,0,w/d in unit,attached garage,wi
1120,apartment,1458,3,2,1,1,0,1,0,0,w/d hookups,off-street parking,sc
730,apartment,625,1,1,1,1,1,0,0,0,w/d in unit,detached garage,mn
825,apartment,908,2,2,1,1,1,1,0,0,w/d in unit,detached garage,mi
1295,apartment,1222,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,ct
1150,apartment,800,1,1,1,0,1,0,0,0,w/d hookups,off-street parking,ri
